50;50
73.10506;11.172891
80.954315;78.74603
17.036093;74.73806
38.518078;32.60939
60.23015;41.6673
62.618786;10.808391
47.778847;22.14346
32.682175;33.33862
90.16703;29.32397
70.11954;3.0817091
56.334866;49.71097
81.42822;97.410576
61.407917;74.86309
63.266598;69.81197
63.051094;38.589848
12.239152;46.863834
7.330221;33.991253
44.092327;47.37249
1.151216;96.037224
64.3101;49.07764
61.624825;11.513472
17.073017;21.668226
51.217915;56.848408
77.38243;47.080456
44.758385;2.394414
4.8396883;74.89307
54.02865;60.04576
92.91044;54.37891
16.894966;79.57636
78.10891;39.264893
20.070862;21.776772
5.832684;46.90286
92.40949;96.42821
27.803177;42.336517
74.08193;57.500313
57.271046;8.197707
26.457523;92.89102
67.19346;3.5776198
8.603727;41.79432
51.15593;35.654934
65.02278;68.70199
2.384758;95.146034
71.81113;32.496918
11.07725;95.357285
96.44608;14.520395
50.578945;11.114001
81.76857;27.396948
67.58627;21.024973
54.646103;72.34506
17.287415;98.88779
